task_id,timestamp,task_type,file_type,finance_domain,evaluation_criterion,agent,success,score,error_type,processing_time_sec,file_size_kb,complexity_score
TASK_0211,2024-01-09 19:00:00,Risk Assessment,PDF,Asset Management,Accuracy,Agent_C,True,83.01,,61.07,311,8
TASK_0212,2024-01-09 20:00:00,Market Research,JSON,Insurance,Data Quality,Agent_B,False,43.58,Logic Error,29.14,292,2
TASK_0213,2024-01-09 21:00:00,Report Generation,JSON,Trading,Data Quality,Agent_C,False,54.9,Incomplete Output,44.35,2076,7
TASK_0214,2024-01-09 22:00:00,Compliance Check,JSON,Investment Banking,Timeliness,Agent_C,True,95.61,,32.47,1294,3
TASK_0215,2024-01-09 23:00:00,Financial Analysis,JSON,Insurance,Completeness,Agent_B,True,98.36,,53.95,932,2
TASK_0216,2024-01-10 00:00:00,Financial Analysis,Word,Investment Banking,Compliance,Agent_B,False,49.69,Incomplete Output,53.19,1047,9
TASK_0217,2024-01-10 01:00:00,Risk Assessment,Word,Investment Banking,Compliance,Agent_C,False,43.41,Format Error,42.22,1134,10
TASK_0218,2024-01-10 02:00:00,Data Extraction,Word,Asset Management,Compliance,Agent_B,False,19.52,Timeout,44.57,4927,8
TASK_0219,2024-01-10 03:00:00,Compliance Check,Excel,Risk Management,Data Quality,Agent_A,True,92.84,,27.44,3302,3
TASK_0220,2024-01-10 04:00:00,Compliance Check,Excel,Asset Management,Compliance,Agent_B,True,97.85,,45.62,3269,3
TASK_0221,2024-01-10 05:00:00,Financial Analysis,CSV,Risk Management,Timeliness,Agent_B,False,53.3,Format Error,45.06,441,4
TASK_0222,2024-01-10 06:00:00,Market Research,PDF,Investment Banking,Completeness,Agent_C,True,97.11,,51.31,1029,6
TASK_0223,2024-01-10 07:00:00,Compliance Check,PDF,Investment Banking,Data Quality,Agent_C,True,94.18,,41.96,84,7
TASK_0224,2024-01-10 08:00:00,Financial Analysis,Excel,Trading,Accuracy,Agent_A,False,52.68,Incomplete Output,41.45,2767,1
TASK_0225,2024-01-10 09:00:00,Report Generation,Word,Insurance,Timeliness,Agent_C,True,93.26,,28.05,2013,1
TASK_0226,2024-01-10 10:00:00,Compliance Check,Excel,Trading,Compliance,Agent_B,True,85.8,,31.46,2669,6
TASK_0227,2024-01-10 11:00:00,Financial Analysis,JSON,Asset Management,Compliance,Agent_A,False,50.3,Incomplete Output,51.22,1441,10
TASK_0228,2024-01-10 12:00:00,Market Research,JSON,Insurance,Compliance,Agent_B,True,92.31,,21.97,1651,9
TASK_0229,2024-01-10 13:00:00,Compliance Check,JSON,Investment Banking,Timeliness,Agent_C,True,65.61,,38.84,3151,2
TASK_0230,2024-01-10 14:00:00,Report Generation,JSON,Trading,Completeness,Agent_B,True,92.08,,20.81,2371,5
TASK_0231,2024-01-10 15:00:00,Risk Assessment,Word,Insurance,Completeness,Agent_A,True,88.73,,29.64,4489,9
TASK_0232,2024-01-10 16:00:00,Compliance Check,PDF,Investment Banking,Completeness,Agent_A,True,90.06,,40.5,3072,1
TASK_0233,2024-01-10 17:00:00,Financial Analysis,Word,Trading,Completeness,Agent_B,True,86.91,,64.29,1643,6
TASK_0234,2024-01-10 18:00:00,Market Research,Excel,Investment Banking,Completeness,Agent_A,True,76.01,,36.5,107,3
TASK_0235,2024-01-10 19:00:00,Compliance Check,JSON,Risk Management,Compliance,Agent_C,True,79.83,,22.01,4637,10
TASK_0236,2024-01-10 20:00:00,Data Extraction,JSON,Risk Management,Timeliness,Agent_C,False,39.59,Hallucination,35.11,2115,10
TASK_0237,2024-01-10 21:00:00,Financial Analysis,Excel,Investment Banking,Data Quality,Agent_C,False,42.29,Incomplete Output,81.93,1824,9
TASK_0238,2024-01-10 22:00:00,Report Generation,Excel,Insurance,Formatting,Agent_A,False,46.7,Logic Error,15.62,485,9
TASK_0239,2024-01-10 23:00:00,Data Extraction,Word,Trading,Accuracy,Agent_C,True,85.39,,39.57,4573,6
TASK_0240,2024-01-11 00:00:00,Data Extraction,Excel,Insurance,Timeliness,Agent_C,False,45.41,Logic Error,17.17,3210,7
TASK_0241,2024-01-11 01:00:00,Compliance Check,JSON,Insurance,Timeliness,Agent_B,True,85.19,,44.12,584,7
TASK_0242,2024-01-11 02:00:00,Compliance Check,Word,Risk Management,Timeliness,Agent_B,True,83.5,,39.86,256,5
TASK_0243,2024-01-11 03:00:00,Financial Analysis,CSV,Investment Banking,Compliance,Agent_A,False,37.14,Format Error,37.43,3557,9
TASK_0244,2024-01-11 04:00:00,Data Extraction,Excel,Risk Management,Formatting,Agent_A,True,83.68,,43.06,2782,8
TASK_0245,2024-01-11 05:00:00,Risk Assessment,CSV,Asset Management,Compliance,Agent_B,True,91.72,,35.47,199,1
TASK_0246,2024-01-11 06:00:00,Compliance Check,CSV,Asset Management,Completeness,Agent_A,True,88.58,,17.86,2336,6
TASK_0247,2024-01-11 07:00:00,Financial Analysis,Word,Asset Management,Formatting,Agent_B,False,31.44,Missing Data,53.24,1099,3
TASK_0248,2024-01-11 08:00:00,Data Extraction,PDF,Asset Management,Compliance,Agent_A,False,58.07,Logic Error,31.54,451,9
TASK_0249,2024-01-11 09:00:00,Market Research,Word,Insurance,Accuracy,Agent_A,True,87.74,,32.2,4656,9
TASK_0250,2024-01-11 10:00:00,Report Generation,JSON,Trading,Completeness,Agent_C,False,55.09,Format Error,49.0,1387,8
TASK_0251,2024-01-11 11:00:00,Market Research,JSON,Trading,Data Quality,Agent_C,True,84.22,,44.12,1914,9
TASK_0252,2024-01-11 12:00:00,Market Research,Excel,Risk Management,Data Quality,Agent_A,True,86.57,,33.17,2341,4
TASK_0253,2024-01-11 13:00:00,Compliance Check,PDF,Insurance,Compliance,Agent_C,False,33.35,Incomplete Output,65.91,1470,4
TASK_0254,2024-01-11 14:00:00,Financial Analysis,PDF,Investment Banking,Compliance,Agent_A,False,54.83,Format Error,80.28,77,8
TASK_0255,2024-01-11 15:00:00,Risk Assessment,PDF,Trading,Data Quality,Agent_B,False,56.01,Incomplete Output,38.51,2325,3
TASK_0256,2024-01-11 16:00:00,Report Generation,Excel,Trading,Timeliness,Agent_A,True,84.49,,14.78,2054,9
TASK_0257,2024-01-11 17:00:00,Compliance Check,PDF,Asset Management,Formatting,Agent_A,True,80.86,,47.41,3669,9
TASK_0258,2024-01-11 18:00:00,Report Generation,Excel,Asset Management,Timeliness,Agent_B,True,94.77,,47.5,3750,3
TASK_0259,2024-01-11 19:00:00,Data Extraction,JSON,Asset Management,Compliance,Agent_B,False,41.89,Hallucination,12.5,1802,8
TASK_0260,2024-01-11 20:00:00,Market Research,PDF,Retail Banking,Accuracy,Agent_A,True,83.24,,24.32,151,3
TASK_0261,2024-01-11 21:00:00,Compliance Check,JSON,Investment Banking,Timeliness,Agent_A,True,93.68,,24.22,1978,10
TASK_0262,2024-01-11 22:00:00,Report Generation,PDF,Investment Banking,Timeliness,Agent_A,False,40.21,Hallucination,37.04,4502,3
TASK_0263,2024-01-11 23:00:00,Report Generation,Word,Risk Management,Timeliness,Agent_A,True,89.63,,33.48,3014,5
TASK_0264,2024-01-12 00:00:00,Compliance Check,JSON,Trading,Accuracy,Agent_A,True,91.49,,35.35,3770,4
TASK_0265,2024-01-12 01:00:00,Risk Assessment,Excel,Retail Banking,Compliance,Agent_B,False,34.95,Logic Error,32.67,945,4
TASK_0266,2024-01-12 02:00:00,Financial Analysis,PDF,Asset Management,Completeness,Agent_C,True,86.35,,69.42,4210,10
TASK_0267,2024-01-12 03:00:00,Risk Assessment,CSV,Insurance,Timeliness,Agent_B,True,82.59,,26.83,2511,5
TASK_0268,2024-01-12 04:00:00,Risk Assessment,Word,Risk Management,Formatting,Agent_B,True,84.73,,27.92,2476,1
TASK_0269,2024-01-12 05:00:00,Compliance Check,Excel,Trading,Timeliness,Agent_B,True,95.13,,21.34,1829,5
TASK_0270,2024-01-12 06:00:00,Market Research,CSV,Retail Banking,Compliance,Agent_C,True,93.94,,31.31,3269,2
TASK_0271,2024-01-12 07:00:00,Report Generation,CSV,Asset Management,Compliance,Agent_C,False,43.83,Missing Data,26.54,2990,7
TASK_0272,2024-01-12 08:00:00,Data Extraction,Word,Investment Banking,Accuracy,Agent_C,True,85.4,,28.39,2021,3
TASK_0273,2024-01-12 09:00:00,Report Generation,CSV,Risk Management,Formatting,Agent_A,True,85.86,,41.97,3769,4
TASK_0274,2024-01-12 10:00:00,Data Extraction,PDF,Asset Management,Accuracy,Agent_A,False,28.28,Missing Data,45.98,1188,6
TASK_0275,2024-01-12 11:00:00,Report Generation,CSV,Retail Banking,Formatting,Agent_B,True,84.68,,18.21,4019,5
TASK_0276,2024-01-12 12:00:00,Risk Assessment,Word,Trading,Completeness,Agent_A,True,86.01,,29.86,2426,4
TASK_0277,2024-01-12 13:00:00,Financial Analysis,Word,Risk Management,Compliance,Agent_A,True,98.86,,72.31,4926,7
TASK_0278,2024-01-12 14:00:00,Report Generation,CSV,Retail Banking,Completeness,Agent_A,True,83.65,,25.28,1566,7
TASK_0279,2024-01-12 15:00:00,Data Extraction,CSV,Investment Banking,Compliance,Agent_C,True,100.0,,20.81,2196,4
TASK_0280,2024-01-12 16:00:00,Report Generation,Word,Investment Banking,Formatting,Agent_B,True,100.0,,41.27,4270,7
TASK_0281,2024-01-12 17:00:00,Compliance Check,JSON,Trading,Accuracy,Agent_A,True,87.03,,34.68,1718,6
TASK_0282,2024-01-12 18:00:00,Compliance Check,CSV,Asset Management,Timeliness,Agent_A,True,80.81,,29.63,892,3
TASK_0283,2024-01-12 19:00:00,Risk Assessment,JSON,Asset Management,Compliance,Agent_B,True,73.42,,21.57,3498,8
TASK_0284,2024-01-12 20:00:00,Report Generation,CSV,Investment Banking,Formatting,Agent_B,False,43.4,Logic Error,39.55,1980,4
TASK_0285,2024-01-12 21:00:00,Compliance Check,CSV,Investment Banking,Compliance,Agent_A,True,89.75,,0.6,1734,7
TASK_0286,2024-01-12 22:00:00,Risk Assessment,Word,Risk Management,Formatting,Agent_C,False,38.85,Logic Error,22.53,3762,8
TASK_0287,2024-01-12 23:00:00,Report Generation,PDF,Risk Management,Formatting,Agent_C,True,94.67,,30.6,2968,5
TASK_0288,2024-01-13 00:00:00,Compliance Check,Word,Asset Management,Accuracy,Agent_C,False,35.71,Hallucination,33.13,4907,4
TASK_0289,2024-01-13 01:00:00,Market Research,CSV,Insurance,Formatting,Agent_B,False,45.45,Missing Data,36.09,2432,2
TASK_0290,2024-01-13 02:00:00,Risk Assessment,JSON,Risk Management,Compliance,Agent_B,True,72.14,,22.37,2565,2
TASK_0291,2024-01-13 03:00:00,Report Generation,CSV,Risk Management,Timeliness,Agent_C,True,90.08,,17.61,446,5
TASK_0292,2024-01-13 04:00:00,Report Generation,Word,Insurance,Accuracy,Agent_A,True,85.06,,40.04,1599,4
TASK_0293,2024-01-13 05:00:00,Data Extraction,Excel,Risk Management,Completeness,Agent_B,False,48.55,Logic Error,43.7,1238,7
TASK_0294,2024-01-13 06:00:00,Risk Assessment,JSON,Risk Management,Completeness,Agent_B,False,30.54,Hallucination,39.36,1274,10
TASK_0295,2024-01-13 07:00:00,Compliance Check,Excel,Retail Banking,Data Quality,Agent_B,False,30.49,Incomplete Output,54.38,898,9
TASK_0296,2024-01-13 08:00:00,Financial Analysis,CSV,Insurance,Accuracy,Agent_C,False,57.88,Format Error,51.51,2198,3
TASK_0297,2024-01-13 09:00:00,Financial Analysis,JSON,Insurance,Timeliness,Agent_A,True,65.49,,48.66,2020,9
TASK_0298,2024-01-13 10:00:00,Risk Assessment,Word,Trading,Formatting,Agent_A,True,79.73,,26.06,3533,9
TASK_0299,2024-01-13 11:00:00,Market Research,PDF,Trading,Compliance,Agent_C,False,8.62,Hallucination,44.7,1388,2
TASK_0300,2024-01-13 12:00:00,Market Research,CSV,Asset Management,Accuracy,Agent_C,False,63.53,Missing Data,26.8,4754,9
TASK_0301,2024-01-13 13:00:00,Market Research,CSV,Risk Management,Data Quality,Agent_A,True,90.38,,28.36,949,5
TASK_0302,2024-01-13 14:00:00,Data Extraction,PDF,Asset Management,Timeliness,Agent_C,True,71.05,,46.19,2110,10
TASK_0303,2024-01-13 15:00:00,Market Research,Word,Trading,Data Quality,Agent_B,True,83.17,,20.06,396,6
TASK_0304,2024-01-13 16:00:00,Financial Analysis,JSON,Risk Management,Compliance,Agent_A,True,85.18,,55.47,2287,1
TASK_0305,2024-01-13 17:00:00,Data Extraction,JSON,Investment Banking,Compliance,Agent_B,False,33.55,Incomplete Output,31.36,2802,2
TASK_0306,2024-01-13 18:00:00,Compliance Check,Word,Investment Banking,Accuracy,Agent_C,True,75.09,,15.32,729,5
TASK_0307,2024-01-13 19:00:00,Data Extraction,Word,Asset Management,Formatting,Agent_A,True,87.97,,41.53,3585,8
TASK_0308,2024-01-13 20:00:00,Compliance Check,CSV,Asset Management,Formatting,Agent_A,True,84.17,,13.57,1112,7
TASK_0309,2024-01-13 21:00:00,Data Extraction,Excel,Asset Management,Completeness,Agent_A,True,100.0,,34.33,3412,6
TASK_0310,2024-01-13 22:00:00,Financial Analysis,PDF,Insurance,Completeness,Agent_C,True,95.25,,70.58,470,5
TASK_0311,2024-01-13 23:00:00,Data Extraction,JSON,Insurance,Formatting,Agent_A,True,83.13,,34.66,1733,9
TASK_0312,2024-01-14 00:00:00,Financial Analysis,Excel,Retail Banking,Accuracy,Agent_B,True,78.32,,70.9,1706,2
TASK_0313,2024-01-14 01:00:00,Market Research,CSV,Retail Banking,Timeliness,Agent_B,True,83.48,,26.43,2655,2
TASK_0314,2024-01-14 02:00:00,Market Research,Excel,Risk Management,Timeliness,Agent_C,True,83.39,,17.68,3509,1
TASK_0315,2024-01-14 03:00:00,Financial Analysis,CSV,Trading,Completeness,Agent_C,True,78.91,,53.1,4685,3
TASK_0316,2024-01-14 04:00:00,Data Extraction,CSV,Retail Banking,Data Quality,Agent_A,True,91.59,,29.19,879,6
TASK_0317,2024-01-14 05:00:00,Risk Assessment,Excel,Risk Management,Compliance,Agent_C,False,65.42,Format Error,20.05,254,2
TASK_0318,2024-01-14 06:00:00,Risk Assessment,Word,Retail Banking,Data Quality,Agent_C,True,96.89,,27.79,3677,8
TASK_0319,2024-01-14 07:00:00,Risk Assessment,Word,Risk Management,Compliance,Agent_A,False,36.76,Logic Error,42.7,4019,5
TASK_0320,2024-01-14 08:00:00,Risk Assessment,JSON,Retail Banking,Formatting,Agent_B,True,84.84,,25.13,1686,10
TASK_0321,2024-01-14 09:00:00,Data Extraction,PDF,Risk Management,Formatting,Agent_B,False,24.84,Timeout,28.97,1639,3
TASK_0322,2024-01-14 10:00:00,Report Generation,PDF,Insurance,Completeness,Agent_B,False,17.4,Hallucination,61.1,2171,1
TASK_0323,2024-01-14 11:00:00,Risk Assessment,Excel,Trading,Compliance,Agent_C,True,81.74,,36.86,2790,4
TASK_0324,2024-01-14 12:00:00,Compliance Check,CSV,Insurance,Timeliness,Agent_C,True,83.55,,31.73,2048,7
TASK_0325,2024-01-14 13:00:00,Risk Assessment,Word,Trading,Data Quality,Agent_C,True,73.39,,29.88,4326,8
TASK_0326,2024-01-14 14:00:00,Financial Analysis,CSV,Risk Management,Compliance,Agent_B,True,64.17,,51.99,3364,8
TASK_0327,2024-01-14 15:00:00,Compliance Check,JSON,Retail Banking,Timeliness,Agent_B,False,1.13,Timeout,42.48,288,5
TASK_0328,2024-01-14 16:00:00,Market Research,Word,Risk Management,Accuracy,Agent_A,True,83.61,,24.48,3906,10
TASK_0329,2024-01-14 17:00:00,Market Research,Word,Trading,Compliance,Agent_C,False,61.6,Logic Error,20.93,2808,9
TASK_0330,2024-01-14 18:00:00,Compliance Check,Word,Retail Banking,Completeness,Agent_B,True,91.91,,35.8,215,9
TASK_0331,2024-01-14 19:00:00,Market Research,CSV,Risk Management,Compliance,Agent_C,True,87.03,,45.69,2001,1
TASK_0332,2024-01-14 20:00:00,Report Generation,Excel,Retail Banking,Formatting,Agent_B,False,53.53,Missing Data,31.05,2783,9
TASK_0333,2024-01-14 21:00:00,Financial Analysis,JSON,Asset Management,Accuracy,Agent_C,False,45.5,Hallucination,40.44,2620,4
TASK_0334,2024-01-14 22:00:00,Financial Analysis,PDF,Retail Banking,Formatting,Agent_B,False,61.31,Incomplete Output,74.24,3674,2
TASK_0335,2024-01-14 23:00:00,Report Generation,PDF,Trading,Accuracy,Agent_A,True,77.46,,49.54,3418,1
TASK_0336,2024-01-15 00:00:00,Data Extraction,Word,Investment Banking,Accuracy,Agent_C,True,65.52,,31.44,378,3
TASK_0337,2024-01-15 01:00:00,Report Generation,JSON,Insurance,Data Quality,Agent_B,True,85.43,,59.23,1002,1
TASK_0338,2024-01-15 02:00:00,Report Generation,Word,Investment Banking,Timeliness,Agent_C,True,88.36,,26.97,3741,4
TASK_0339,2024-01-15 03:00:00,Data Extraction,Excel,Risk Management,Formatting,Agent_A,True,90.47,,16.34,4556,2
TASK_0340,2024-01-15 04:00:00,Report Generation,CSV,Retail Banking,Compliance,Agent_A,True,76.98,,18.98,149,1
TASK_0341,2024-01-15 05:00:00,Market Research,PDF,Trading,Accuracy,Agent_B,False,34.07,Missing Data,32.22,3961,9
TASK_0342,2024-01-15 06:00:00,Report Generation,Word,Insurance,Completeness,Agent_B,True,86.28,,35.02,3775,7
TASK_0343,2024-01-15 07:00:00,Market Research,CSV,Risk Management,Timeliness,Agent_A,True,84.78,,27.33,211,1
TASK_0344,2024-01-15 08:00:00,Risk Assessment,Excel,Trading,Compliance,Agent_B,True,87.73,,17.12,3812,1
TASK_0345,2024-01-15 09:00:00,Data Extraction,CSV,Insurance,Completeness,Agent_B,True,77.63,,19.96,2643,6
TASK_0346,2024-01-15 10:00:00,Market Research,Excel,Insurance,Formatting,Agent_A,False,43.25,Logic Error,22.77,4508,4
TASK_0347,2024-01-15 11:00:00,Report Generation,Excel,Risk Management,Timeliness,Agent_B,True,93.06,,9.94,4178,1
TASK_0348,2024-01-15 12:00:00,Market Research,PDF,Insurance,Compliance,Agent_C,False,41.78,Incomplete Output,47.77,2925,2
TASK_0349,2024-01-15 13:00:00,Market Research,PDF,Trading,Compliance,Agent_A,True,72.75,,50.14,92,1
TASK_0350,2024-01-15 14:00:00,Risk Assessment,JSON,Investment Banking,Timeliness,Agent_B,True,78.08,,28.59,1374,9
TASK_0351,2024-01-15 15:00:00,Data Extraction,JSON,Trading,Formatting,Agent_A,True,100.0,,35.4,4027,4
TASK_0352,2024-01-15 16:00:00,Compliance Check,PDF,Trading,Compliance,Agent_C,True,77.22,,26.23,3911,10
TASK_0353,2024-01-15 17:00:00,Financial Analysis,CSV,Retail Banking,Data Quality,Agent_C,False,52.5,Format Error,54.72,2376,8
TASK_0354,2024-01-15 18:00:00,Market Research,CSV,Retail Banking,Data Quality,Agent_A,True,81.85,,44.7,2566,6
TASK_0355,2024-01-15 19:00:00,Report Generation,PDF,Investment Banking,Compliance,Agent_A,False,61.6,Timeout,51.41,2827,10
TASK_0356,2024-01-15 20:00:00,Report Generation,CSV,Asset Management,Data Quality,Agent_B,True,75.77,,31.14,1368,2
TASK_0357,2024-01-15 21:00:00,Risk Assessment,CSV,Retail Banking,Accuracy,Agent_A,True,79.48,,30.04,4927,8
TASK_0358,2024-01-15 22:00:00,Data Extraction,JSON,Investment Banking,Formatting,Agent_B,True,90.9,,28.41,934,5
TASK_0359,2024-01-15 23:00:00,Financial Analysis,Excel,Asset Management,Timeliness,Agent_B,False,53.56,Format Error,59.68,4174,1
TASK_0360,2024-01-16 00:00:00,Data Extraction,JSON,Asset Management,Formatting,Agent_B,True,74.19,,16.78,3937,9
TASK_0361,2024-01-16 01:00:00,Compliance Check,Word,Asset Management,Data Quality,Agent_B,True,77.79,,22.33,1246,9
TASK_0362,2024-01-16 02:00:00,Market Research,CSV,Trading,Formatting,Agent_C,True,88.34,,38.47,2522,7
TASK_0363,2024-01-16 03:00:00,Report Generation,PDF,Risk Management,Accuracy,Agent_A,True,97.76,,38.61,4600,7
TASK_0364,2024-01-16 04:00:00,Compliance Check,PDF,Trading,Completeness,Agent_A,False,26.31,Hallucination,45.55,730,10
TASK_0365,2024-01-16 05:00:00,Report Generation,Excel,Retail Banking,Compliance,Agent_C,True,100.0,,34.33,2263,7
TASK_0366,2024-01-16 06:00:00,Market Research,CSV,Risk Management,Data Quality,Agent_C,True,72.31,,11.2,28,3
TASK_0367,2024-01-16 07:00:00,Risk Assessment,Excel,Investment Banking,Timeliness,Agent_B,True,100.0,,43.84,4198,1
TASK_0368,2024-01-16 08:00:00,Compliance Check,Word,Trading,Completeness,Agent_A,True,91.87,,27.65,826,7
TASK_0369,2024-01-16 09:00:00,Compliance Check,PDF,Investment Banking,Data Quality,Agent_A,False,31.4,Timeout,62.09,3710,10
TASK_0370,2024-01-16 10:00:00,Data Extraction,PDF,Risk Management,Compliance,Agent_A,True,87.98,,48.89,2482,3
TASK_0371,2024-01-16 11:00:00,Data Extraction,CSV,Risk Management,Accuracy,Agent_C,True,87.67,,27.02,4534,3
TASK_0372,2024-01-16 12:00:00,Report Generation,Word,Risk Management,Data Quality,Agent_A,False,44.36,Incomplete Output,30.58,2575,9
TASK_0373,2024-01-16 13:00:00,Data Extraction,JSON,Asset Management,Accuracy,Agent_A,True,94.6,,25.08,2392,4
TASK_0374,2024-01-16 14:00:00,Compliance Check,CSV,Retail Banking,Timeliness,Agent_C,True,74.97,,15.29,2631,4
TASK_0375,2024-01-16 15:00:00,Report Generation,JSON,Asset Management,Formatting,Agent_B,True,83.53,,36.51,907,1
TASK_0376,2024-01-16 16:00:00,Financial Analysis,JSON,Asset Management,Completeness,Agent_A,True,85.83,,44.21,259,10
TASK_0377,2024-01-16 17:00:00,Compliance Check,Word,Risk Management,Completeness,Agent_A,True,90.35,,20.82,2628,7
TASK_0378,2024-01-16 18:00:00,Data Extraction,PDF,Asset Management,Data Quality,Agent_A,True,90.11,,30.34,1822,10
TASK_0379,2024-01-16 19:00:00,Data Extraction,Excel,Trading,Timeliness,Agent_B,False,33.77,Format Error,13.0,63,8
TASK_0380,2024-01-16 20:00:00,Report Generation,PDF,Trading,Formatting,Agent_B,True,85.12,,54.02,3288,1
TASK_0381,2024-01-16 21:00:00,Risk Assessment,Excel,Retail Banking,Compliance,Agent_C,False,61.63,Incomplete Output,35.97,3887,9
TASK_0382,2024-01-16 22:00:00,Report Generation,CSV,Risk Management,Timeliness,Agent_A,True,83.83,,42.9,932,4
TASK_0383,2024-01-16 23:00:00,Market Research,Excel,Trading,Compliance,Agent_C,False,54.98,Logic Error,36.97,213,1
TASK_0384,2024-01-17 00:00:00,Data Extraction,PDF,Trading,Data Quality,Agent_B,True,92.84,,48.56,3769,6
TASK_0385,2024-01-17 01:00:00,Financial Analysis,CSV,Trading,Timeliness,Agent_B,True,90.95,,55.9,4998,6
TASK_0386,2024-01-17 02:00:00,Report Generation,JSON,Asset Management,Formatting,Agent_A,True,87.95,,33.16,4470,3
TASK_0387,2024-01-17 03:00:00,Compliance Check,Word,Investment Banking,Formatting,Agent_C,True,87.67,,44.31,4613,5
TASK_0388,2024-01-17 04:00:00,Report Generation,Excel,Investment Banking,Compliance,Agent_C,False,61.07,Timeout,50.2,3206,10
TASK_0389,2024-01-17 05:00:00,Report Generation,PDF,Asset Management,Timeliness,Agent_A,False,71.53,Format Error,40.08,2268,7
TASK_0390,2024-01-17 06:00:00,Report Generation,Excel,Asset Management,Timeliness,Agent_C,True,93.95,,35.49,3549,6
TASK_0391,2024-01-17 07:00:00,Financial Analysis,CSV,Insurance,Timeliness,Agent_B,True,86.62,,56.52,3424,9
TASK_0392,2024-01-17 08:00:00,Report Generation,PDF,Investment Banking,Data Quality,Agent_B,False,56.25,Hallucination,50.99,1688,8
TASK_0393,2024-01-17 09:00:00,Data Extraction,Excel,Investment Banking,Timeliness,Agent_B,True,97.43,,38.54,4885,8
TASK_0394,2024-01-17 10:00:00,Market Research,JSON,Risk Management,Data Quality,Agent_C,True,94.47,,33.0,3885,6
TASK_0395,2024-01-17 11:00:00,Risk Assessment,CSV,Asset Management,Formatting,Agent_B,True,86.65,,37.38,951,7
TASK_0396,2024-01-17 12:00:00,Compliance Check,CSV,Insurance,Timeliness,Agent_C,True,87.31,,30.75,1240,5
TASK_0397,2024-01-17 13:00:00,Market Research,JSON,Asset Management,Timeliness,Agent_C,True,90.84,,33.15,934,3
TASK_0398,2024-01-17 14:00:00,Market Research,CSV,Retail Banking,Completeness,Agent_C,True,83.59,,14.51,2785,10
TASK_0399,2024-01-17 15:00:00,Data Extraction,Word,Asset Management,Formatting,Agent_A,True,84.51,,34.79,2113,7
TASK_0400,2024-01-17 16:00:00,Report Generation,Word,Risk Management,Compliance,Agent_B,True,95.95,,18.61,4141,5
TASK_0401,2024-01-17 17:00:00,Risk Assessment,JSON,Retail Banking,Data Quality,Agent_C,False,37.67,Format Error,27.22,2021,5
TASK_0402,2024-01-17 18:00:00,Market Research,Excel,Risk Management,Formatting,Agent_B,False,49.7,Missing Data,29.62,4930,7
TASK_0403,2024-01-17 19:00:00,Risk Assessment,Word,Retail Banking,Accuracy,Agent_B,True,99.66,,38.14,2163,7
TASK_0404,2024-01-17 20:00:00,Compliance Check,PDF,Investment Banking,Compliance,Agent_B,True,98.62,,44.25,456,6
TASK_0405,2024-01-17 21:00:00,Report Generation,JSON,Investment Banking,Formatting,Agent_B,True,79.29,,46.9,2887,8
TASK_0406,2024-01-17 22:00:00,Compliance Check,Word,Investment Banking,Accuracy,Agent_A,True,85.75,,47.27,279,6
TASK_0407,2024-01-17 23:00:00,Data Extraction,JSON,Investment Banking,Timeliness,Agent_C,True,74.67,,32.91,1767,3
TASK_0408,2024-01-18 00:00:00,Data Extraction,CSV,Trading,Data Quality,Agent_B,False,65.73,Incomplete Output,48.73,2063,3
TASK_0409,2024-01-18 01:00:00,Risk Assessment,CSV,Insurance,Compliance,Agent_A,False,17.22,Logic Error,38.35,3426,9
TASK_0410,2024-01-18 02:00:00,Market Research,Word,Retail Banking,Compliance,Agent_C,True,90.36,,43.66,2995,2
TASK_0411,2024-01-18 03:00:00,Financial Analysis,JSON,Asset Management,Timeliness,Agent_A,True,68.3,,44.15,3139,8
TASK_0412,2024-01-18 04:00:00,Risk Assessment,CSV,Trading,Data Quality,Agent_C,True,84.44,,38.9,1530,9
TASK_0413,2024-01-18 05:00:00,Compliance Check,Excel,Risk Management,Completeness,Agent_C,True,94.37,,26.35,2838,5
TASK_0414,2024-01-18 06:00:00,Market Research,Word,Investment Banking,Formatting,Agent_C,False,52.62,Logic Error,69.26,4522,9
TASK_0415,2024-01-18 07:00:00,Data Extraction,PDF,Risk Management,Accuracy,Agent_C,False,35.29,Logic Error,33.76,1514,9
TASK_0416,2024-01-18 08:00:00,Financial Analysis,CSV,Risk Management,Compliance,Agent_A,False,73.69,Hallucination,58.64,2473,10
TASK_0417,2024-01-18 09:00:00,Compliance Check,Word,Trading,Data Quality,Agent_B,True,97.27,,31.38,4332,3
TASK_0418,2024-01-18 10:00:00,Report Generation,PDF,Trading,Formatting,Agent_B,False,43.26,Hallucination,47.15,1039,3
TASK_0419,2024-01-18 11:00:00,Market Research,JSON,Retail Banking,Data Quality,Agent_C,True,67.45,,30.93,3757,10
TASK_0420,2024-01-18 12:00:00,Compliance Check,JSON,Retail Banking,Accuracy,Agent_A,True,96.12,,26.96,1388,8
TASK_0421,2024-01-18 13:00:00,Report Generation,JSON,Investment Banking,Completeness,Agent_B,False,49.93,Missing Data,30.28,4015,9
TASK_0422,2024-01-18 14:00:00,Data Extraction,Word,Investment Banking,Completeness,Agent_C,True,100.0,,26.28,1315,4
TASK_0423,2024-01-18 15:00:00,Risk Assessment,CSV,Insurance,Timeliness,Agent_C,False,54.53,Missing Data,18.83,2408,2
